w,h,m,ask,bid,spread,volume
3,08,11,1242.0,1254.0,12.0,2370.64495564
3,08,12,1242.0,1254.0,12.0,2365.57401903
3,08,13,1250.0,1254.0,4.0,2363.66500768
3,08,14,1250.0,1254.0,4.0,2363.57401903
3,08,15,1250.0,1254.0,4.0,2363.37686903
3,08,16,1243.75,1250.0,6.25,2364.16486903
3,08,17,1242.5,1250.0,7.5,2360.22845738
3,08,18,1246.0,1250.0,4.0,2360.33645738
3,08,19,1247.0,1250.0,3.0,2360.33645738
3,08,20,1247.0,1250.0,3.0,2360.33645738
3,08,21,1247.0,1250.0,3.0,2358.86183971
3,08,22,1247.0,1250.0,3.0,2358.39168795
3,08,23,1250.0,1254.0,4.0,2351.487659
3,08,24,1247.0,1254.0,7.0,2351.08502819
3,08,25,1247.0,1254.0,7.0,2351.12494047
3,08,26,1247.0,1254.0,7.0,2351.12494047
3,08,27,1247.0,1254.0,7.0,2351.12116018
3,08,28,1247.0,1254.0,7.0,2354.26310595
3,08,29,1247.0,1254.0,7.0,2354.26310595
3,08,30,1249.0,1254.0,5.0,2354.26310595
3,08,31,1249.0,1253.97,4.970000000000027,2354.26310595
3,08,32,1249.0,1253.97,4.970000000000027,2352.90951546
3,08,33,1249.0,1253.97,4.970000000000027,2352.83026546
3,08,34,1249.0,1253.97,4.970000000000027,2353.64049377
3,08,35,1249.0,1253.97,4.970000000000027,2353.64049377
3,08,36,1249.0,1253.97,4.970000000000027,2260.49238599
3,08,37,1249.0,1253.97,4.970000000000027,2260.49238599
3,08,38,1249.0,1253.97,4.970000000000027,2260.90417824
3,08,39,1250.0,1253.97,3.9700000000000273,2260.90417824
3,08,40,1250.0,1253.97,3.9700000000000273,2260.90417824
3,08,41,1250.0,1253.96,3.9600000000000364,2260.36534983
3,08,42,1250.0,1253.96,3.9600000000000364,2260.36534983
3,08,43,1250.0,1254.0,4.0,2262.13640878
3,08,44,1250.0,1254.0,4.0,2262.13640878
3,08,45,1250.0,1254.0,4.0,2262.0233195
3,08,46,1250.0,1254.0,4.0,2257.50890916
3,08,47,1250.0,1254.0,4.0,2257.50890916
3,08,48,1250.0,1254.0,4.0,2257.50890916
3,08,49,1249.0,1254.0,5.0,2260.31955395
3,08,50,1249.0,1254.0,5.0,2255.30550027
3,08,51,1249.0,1254.0,5.0,2253.40071061
3,08,52,1244.5,1254.0,9.5,2254.57304914
3,08,53,1244.5,1254.0,9.5,2253.77494543
3,08,54,1244.5,1254.0,9.5,2253.53551597
3,08,55,1244.5,1253.0,8.5,2253.53551597
3,08,56,1245.0,1253.0,8.0,2253.53551597
3,08,57,1245.0,1254.0,9.0,2253.53551597
3,08,58,1245.0,1254.0,9.0,2252.89946741
3,08,59,1245.01,1254.0,8.990000000000009,2251.48274314
3,09,00,1245.0,1254.0,9.0,2252.98274314
3,09,01,1245.0,1254.0,9.0,2252.98274314
3,09,02,1245.0,1254.0,9.0,2252.98274314
3,09,03,1245.0,1254.0,9.0,2252.98274314
3,09,04,1245.0,1254.0,9.0,2252.60583465
3,09,05,1245.0,1254.0,9.0,2252.60583465
3,09,06,1242.5,1254.0,11.5,2256.18208582
3,09,07,1242.5,1254.0,11.5,2256.18208582
3,09,08,1242.5,1254.0,11.5,2257.25474772
3,09,09,1242.5,1254.0,11.5,2257.25474772
3,09,10,1242.5,1254.0,11.5,2258.82572061
3,09,11,1242.5,1253.99,11.490000000000009,2258.82572061
3,09,12,1242.5,1253.99,11.490000000000009,2258.82572061
3,09,13,1242.5,1252.97,10.470000000000027,2257.86237827
3,09,14,1242.0,1242.5,0.5,2258.91268389
3,09,15,1242.0,1242.5,0.5,2258.91268389
3,09,16,1242.0,1242.5,0.5,2258.91268389
3,09,17,1242.5,1251.0,8.5,2259.00173964
3,09,18,1242.5,1251.0,8.5,2259.00173964
3,09,19,1242.5,1252.96,10.460000000000036,2255.00173964
3,09,20,1252.97,1252.98,0.009999999999990905,2253.24092645
3,09,21,1252.97,1252.98,0.009999999999990905,2253.36518943
3,09,22,1242.01,1251.99,9.980000000000018,2253.99270726
3,09,23,1242.01,1250.0,7.990000000000009,2253.94818697
3,09,24,1242.01,1250.0,7.990000000000009,2253.15700325
3,09,25,1242.01,1250.0,7.990000000000009,2253.11300325
3,09,26,1242.01,1250.0,7.990000000000009,2253.11300325
3,09,27,1242.01,1251.0,8.990000000000009,2253.90100325
3,09,28,1242.01,1251.0,8.990000000000009,2253.87184307
3,09,29,1242.01,1251.0,8.990000000000009,2252.58321869
3,09,30,1242.01,1251.0,8.990000000000009,2251.7818808
3,09,31,1242.01,1251.0,8.990000000000009,2250.1618708
3,09,32,1246.5,1252.98,6.480000000000018,2248.8140158
3,09,33,1246.5,1252.98,6.480000000000018,2248.8140158
3,09,34,1246.5,1252.98,6.480000000000018,2248.8140158
3,09,35,1246.5,1252.98,6.480000000000018,2248.8140158
3,09,36,1246.5,1254.0,7.5,2248.8140158
3,09,37,1246.5,1254.0,7.5,2248.79773619
3,09,38,1246.5,1254.0,7.5,2248.81072419
3,09,39,1246.5,1254.0,7.5,2248.81072419
3,09,40,1246.5,1254.0,7.5,2249.18518193
3,09,42,1246.5,1254.0,7.5,2249.18518193
3,09,43,1246.5,1259.97,13.470000000000027,2278.2763986
3,09,44,1246.5,1259.96,13.460000000000036,2278.11327962
3,09,45,1246.5,1259.96,13.460000000000036,2278.11327962
3,09,46,1246.5,1259.96,13.460000000000036,2278.17875662
3,09,47,1246.5,1259.96,13.460000000000036,2275.43806313
3,09,48,1246.5,1259.96,13.460000000000036,2275.43806313
3,09,49,1246.5,1259.96,13.460000000000036,2274.65483728
3,09,50,1246.5,1259.96,13.460000000000036,2274.65483728
3,09,51,1246.5,1259.96,13.460000000000036,2274.65483728
3,09,52,1246.5,1259.96,13.460000000000036,2274.65483728
3,09,53,1246.5,1259.93,13.430000000000064,2275.13793582
3,09,54,1246.5,1259.93,13.430000000000064,2275.13793582
3,09,55,1246.5,1259.93,13.430000000000064,2273.38378699
3,09,56,1246.51,1259.0,12.490000000000009,2273.38378699
3,09,57,1246.51,1259.0,12.490000000000009,2273.38378699
3,09,58,1246.5,1259.0,12.5,2273.01378699
3,09,59,1246.5,1259.0,12.5,2273.01378699
3,10,00,1246.51,1259.0,12.490000000000009,2273.01378699
3,10,01,1246.51,1259.0,12.490000000000009,2272.01378699
3,10,02,1246.51,1259.0,12.490000000000009,2272.01378699
3,10,03,1246.51,1259.0,12.490000000000009,2272.01378699
3,10,04,1246.51,1259.98,13.470000000000027,2272.01378699
3,10,05,1246.51,1259.98,13.470000000000027,2271.01378699
3,10,06,1246.51,1259.98,13.470000000000027,2271.01378699
3,10,07,1246.51,1259.98,13.470000000000027,2271.01378699
3,10,08,1250.0,1259.0,9.0,2271.01378699
3,10,09,1250.0,1259.99,9.990000000000009,2271.01378699
3,10,10,1252.0,1259.99,7.990000000000009,2271.01378699
3,10,11,1254.2,1259.99,5.789999999999964,2271.01378699
3,10,12,1254.2,1259.99,5.789999999999964,2271.01378699
3,10,13,1254.2,1259.99,5.789999999999964,2271.01378699
3,10,14,1254.2,1259.99,5.789999999999964,2271.01378699
3,10,15,1254.2,1259.99,5.789999999999964,2271.01378699
3,10,16,1254.2,1259.99,5.789999999999964,2271.01378699
3,10,17,1254.2,1260.0,5.7999999999999545,2276.01378699
3,10,18,1254.2,1260.0,5.7999999999999545,2276.01378699
3,10,19,1254.2,1260.0,5.7999999999999545,2275.96378699
3,10,20,1254.2,1260.0,5.7999999999999545,2275.88340699
3,10,21,1252.0,1260.0,8.0,2275.80140699
3,10,22,1252.0,1260.0,8.0,2277.12200699
3,10,23,1251.0,1260.0,9.0,2277.62200699
3,10,24,1251.0,1260.0,9.0,2277.62200699
3,10,25,1248.0,1260.0,12.0,2277.62200699
3,10,26,1247.01,1260.0,12.990000000000009,2267.62200699
3,10,27,1247.0,1260.0,13.0,2271.90465643
3,10,28,1247.0,1260.0,13.0,2271.85200699
3,10,29,1247.0,1260.0,13.0,2271.84600699
3,10,30,1246.5,1259.99,13.490000000000009,2271.77258989
3,10,31,1252.0,1260.0,8.0,2269.48881798
3,10,32,1252.0,1260.0,8.0,2269.48881798
3,10,33,1252.0,1260.0,8.0,2256.97574861
3,10,34,1252.0,1260.0,8.0,2256.97574861
3,10,35,1252.0,1260.0,8.0,2256.97574861
3,10,36,1252.0,1260.0,8.0,2256.97574861
3,10,37,1252.0,1260.0,8.0,2257.75749464
3,10,38,1252.0,1260.0,8.0,2258.51104787
3,10,39,1252.0,1260.0,8.0,2258.51104787
3,10,40,1252.0,1260.0,8.0,2258.51104787
3,10,41,1255.0,1260.0,5.0,2258.51104787
3,10,42,1255.0,1260.0,5.0,2256.80267534
3,10,43,1255.0,1260.0,5.0,2256.55634567
3,10,44,1255.0,1260.0,5.0,2255.05400078
3,10,45,1255.0,1260.0,5.0,2255.05400078
3,10,46,1256.0,1260.0,4.0,2255.20876268
3,10,47,1256.0,1260.0,4.0,2255.20876268
3,10,48,1255.0,1260.0,5.0,2255.20876268
3,10,49,1255.0,1260.0,5.0,2276.68196611
3,10,50,1255.0,1260.0,5.0,2276.68196611
3,10,51,1255.0,1260.0,5.0,2269.44173534
3,10,52,1255.0,1260.0,5.0,2269.44173534
3,10,53,1255.0,1260.0,5.0,2269.43917534
3,10,54,1255.0,1260.0,5.0,2269.43917534
3,10,55,1255.0,1260.0,5.0,2271.2036674
3,10,56,1255.0,1260.0,5.0,2270.46389045
3,10,57,1255.0,1260.0,5.0,2270.46389045
3,10,58,1255.0,1260.0,5.0,2270.46389045
3,10,59,1255.0,1260.0,5.0,2270.06519045
3,11,00,1255.0,1260.0,5.0,2270.06519045
3,11,01,1255.0,1260.0,5.0,2262.70363127
3,11,02,1255.0,1260.0,5.0,2267.29710076
3,11,03,1255.0,1260.0,5.0,2267.29710076
3,11,04,1255.0,1260.0,5.0,2267.29710076
3,11,05,1255.0,1260.0,5.0,2267.29710076
3,11,06,1255.0,1260.0,5.0,2267.17660167
3,11,07,1255.0,1260.0,5.0,2267.17660167
3,11,08,1255.0,1260.0,5.0,2267.9583477
3,11,09,1255.0,1260.0,5.0,2267.9583477
3,11,10,1255.0,1260.0,5.0,2267.9583477
3,11,11,1255.0,1260.0,5.0,2267.10598175
3,11,12,1255.0,1260.0,5.0,2265.61734175
3,11,13,1255.0,1260.0,5.0,2265.53712181
3,11,14,1255.0,1260.0,5.0,2265.2495302
3,11,15,1255.0,1260.0,5.0,2265.34069936
3,11,17,1256.0,1260.0,4.0,2265.34069936
3,11,18,1256.0,1260.0,4.0,2265.34069936
3,11,19,1255.0,1260.0,5.0,2266.90419142
3,11,20,1255.0,1260.0,5.0,2276.90419142
3,11,21,1255.0,1260.0,5.0,2276.90419142
3,11,22,1255.0,1260.0,5.0,2276.88129142
3,11,23,1255.0,1260.0,5.0,2277.96546287
3,11,24,1255.0,1260.0,5.0,2277.96546287
3,11,25,1255.0,1260.0,5.0,2276.16760787
3,11,26,1255.0,1260.0,5.0,2259.95358868
3,11,27,1255.0,1260.0,5.0,2259.95358868
3,11,28,1255.0,1260.0,5.0,2252.62883729
3,11,29,1255.0,1260.0,5.0,2251.61123729
3,11,30,1255.0,1259.0,4.0,2242.95552754
3,11,31,1255.0,1260.0,5.0,2253.95881019
3,11,32,1255.0,1260.0,5.0,2255.52230225
3,11,33,1255.0,1259.99,4.990000000000009,2255.49965463
3,11,34,1255.01,1259.99,4.980000000000018,2254.4356965
3,11,35,1255.01,1260.0,4.990000000000009,2250.98314581
3,11,36,1255.01,1260.0,4.990000000000009,2249.35504664
3,11,37,1255.01,1260.0,4.990000000000009,2249.36320537
3,11,38,1255.01,1260.0,4.990000000000009,2250.10404365
3,11,39,1255.01,1260.0,4.990000000000009,2249.93404365
3,11,40,1255.01,1260.0,4.990000000000009,2250.16817063
3,11,41,1255.5,1260.0,4.5,2249.93817063
3,11,42,1255.5,1260.0,4.5,2246.1096375
3,11,43,1255.02,1260.0,4.980000000000018,2246.1096375
3,11,44,1255.02,1260.0,4.980000000000018,2245.49615257
3,11,45,1255.02,1259.99,4.970000000000027,2245.49615257
3,11,46,1255.02,1259.99,4.970000000000027,2246.16520279
3,11,47,1255.02,1259.99,4.970000000000027,2243.73512891
3,11,48,1255.02,1259.99,4.970000000000027,2233.56925267
3,11,49,1255.02,1259.99,4.970000000000027,2233.56925267
3,11,50,1255.02,1259.99,4.970000000000027,2226.13199279
3,11,51,1255.02,1259.99,4.970000000000027,2226.13199279
3,11,52,1255.02,1260.0,4.980000000000018,2218.60677259
3,11,53,1255.02,1260.0,4.980000000000018,2218.60677259
3,11,54,1255.02,1260.0,4.980000000000018,2218.35502619
3,11,55,1255.02,1260.0,4.980000000000018,2218.50756587
3,11,56,1255.02,1260.0,4.980000000000018,2208.48254495
3,11,57,1255.02,1260.0,4.980000000000018,2207.6388499
3,11,58,1255.02,1260.0,4.980000000000018,2207.6388499
3,11,59,1255.02,1260.0,4.980000000000018,2207.43620699
3,12,00,1255.02,1260.0,4.980000000000018,2207.85428915
3,12,01,1255.02,1260.0,4.980000000000018,2207.85428915
3,12,02,1255.02,1260.0,4.980000000000018,2204.28302757
3,12,03,1255.02,1260.0,4.980000000000018,2204.28302757
3,12,04,1255.03,1260.0,4.970000000000027,2194.50648238
3,12,05,1255.03,1260.0,4.970000000000027,2193.60226706
3,12,06,1255.04,1260.0,4.960000000000036,2189.2122519
3,12,07,1255.02,1260.0,4.980000000000018,2189.2122519
3,12,08,1255.02,1260.0,4.980000000000018,2197.4301646
3,12,09,1255.02,1260.0,4.980000000000018,2199.4301646
3,12,10,1255.02,1260.0,4.980000000000018,2199.2301646
3,12,11,1255.02,1260.0,4.980000000000018,2199.2301646
3,12,12,1255.02,1260.0,4.980000000000018,2199.2301646
3,12,13,1255.02,1260.0,4.980000000000018,2199.2301646
3,12,14,1255.02,1260.0,4.980000000000018,2199.2301646
3,12,15,1255.02,1260.0,4.980000000000018,2198.9301646
3,12,16,1255.02,1260.0,4.980000000000018,2194.87480541
3,12,17,1255.02,1260.0,4.980000000000018,2194.80023652
3,12,18,1255.02,1260.0,4.980000000000018,2205.70251685
3,12,19,1255.02,1260.0,4.980000000000018,2209.78957739
3,12,20,1255.02,1260.0,4.980000000000018,2209.74973245
3,12,21,1255.02,1260.0,4.980000000000018,2207.32513381
3,12,22,1255.27,1260.0,4.730000000000018,2206.2312326
3,12,23,1255.02,1260.0,4.980000000000018,2227.71282507
3,12,24,1255.02,1260.0,4.980000000000018,2228.00372004
3,12,25,1256.0,1260.0,4.0,2227.50647141
3,12,26,1256.0,1260.0,4.0,2230.96596192
3,12,27,1256.0,1260.0,4.0,2229.25040606
3,12,28,1256.0,1260.0,4.0,2227.42430616
3,12,29,1256.0,1260.0,4.0,2217.08532289
3,12,30,1256.0,1260.0,4.0,2217.40278321
3,12,31,1256.0,1260.0,4.0,2217.40278321
3,12,32,1256.0,1260.0,4.0,2218.27284636
3,12,33,1256.0,1260.0,4.0,2219.13216106
3,12,34,1256.0,1260.0,4.0,2220.68408482
3,12,35,1256.0,1260.0,4.0,2210.62847075
3,12,36,1256.0,1260.0,4.0,2211.29358093
